,filename,y_min,y_max,x_min,x_max,height,width,size
1567,cr1_0196p_00008.cbf,480,606,236,373,126,137,17262
1568,cr1_0197p_00001.cbf,483,609,240,373,126,133,16758
1569,cr1_0197p_00002.cbf,480,604,238,373,124,135,16740
1570,cr1_0197p_00003.cbf,482,603,240,368,121,128,15488
1571,cr1_0197p_00004.cbf,482,603,237,370,121,133,16093
1572,cr1_0197p_00005.cbf,483,603,239,369,120,130,15600
1573,cr1_0197p_00006.cbf,483,601,235,370,118,135,15930
1574,cr1_0197p_00007.cbf,480,605,237,370,125,133,16625
1575,cr1_0197p_00008.cbf,480,602,238,377,122,139,16958
1576,cr1_0198p_00001.cbf,479,602,242,372,123,130,15990
1577,cr1_0198p_00002.cbf,476,604,237,372,128,135,17280
1578,cr1_0198p_00003.cbf,480,602,237,374,122,137,16714
1579,cr1_0198p_00004.cbf,472,603,238,375,131,137,17947
1580,cr1_0198p_00005.cbf,478,601,236,373,123,137,16851
1581,cr1_0198p_00006.cbf,479,601,240,373,122,133,16226
1582,cr1_0198p_00007.cbf,476,602,240,373,126,133,16758
1583,cr1_0198p_00008.cbf,490,598,246,362,108,116,12528
1584,cr1_0199p_00001.cbf,483,607,237,371,124,134,16616
1585,cr1_0199p_00002.cbf,484,605,237,371,121,134,16214
1586,cr1_0199p_00003.cbf,478,602,242,375,124,133,16492
1587,cr1_0199p_00004.cbf,483,604,237,372,121,135,16335
1588,cr1_0199p_00005.cbf,481,609,232,372,128,140,17920
1589,cr1_0199p_00006.cbf,481,604,237,369,123,132,16236
1590,cr1_0199p_00007.cbf,479,602,235,376,123,141,17343
1591,cr1_0199p_00008.cbf,480,602,239,373,122,134,16348
1592,cr1_0200p_00001.cbf,475,607,240,373,132,133,17556
1593,cr1_0200p_00002.cbf,471,602,242,372,131,130,17030
1594,cr1_0200p_00003.cbf,481,606,237,377,125,140,17500
1595,cr1_0200p_00004.cbf,480,605,238,372,125,134,16750
1596,cr1_0200p_00005.cbf,481,600,234,374,119,140,16660
1597,cr1_0200p_00006.cbf,479,601,238,373,122,135,16470
1598,cr1_0200p_00007.cbf,479,610,229,371,131,142,18602
1599,cr1_0200p_00008.cbf,484,603,236,369,119,133,15827
1600,cr1_0201p_00001.cbf,476,604,244,376,128,132,16896
1601,cr1_0201p_00002.cbf,477,602,239,374,125,135,16875
1602,cr1_0201p_00003.cbf,480,608,239,372,128,133,17024
1603,cr1_0201p_00004.cbf,482,606,237,371,124,134,16616
1604,cr1_0201p_00005.cbf,480,607,230,373,127,143,18161
1605,cr1_0201p_00006.cbf,477,603,233,369,126,136,17136
1606,cr1_0201p_00007.cbf,479,606,237,371,127,134,17018
1607,cr1_0201p_00008.cbf,480,607,240,372,127,132,16764
1608,cr1_0202p_00001.cbf,478,604,241,368,126,127,16002
1609,cr1_0202p_00002.cbf,484,606,237,370,122,133,16226
1610,cr1_0202p_00003.cbf,478,604,241,372,126,131,16506
1611,cr1_0202p_00004.cbf,481,603,237,372,122,135,16470
1612,cr1_0202p_00005.cbf,479,600,235,375,121,140,16940
1613,cr1_0202p_00006.cbf,474,603,239,368,129,129,16641
1614,cr1_0202p_00007.cbf,482,603,233,373,121,140,16940
1615,cr1_0202p_00008.cbf,479,601,241,375,122,134,16348
1616,cr1_0203p_00001.cbf,478,609,238,375,131,137,17947
1617,cr1_0203p_00002.cbf,480,605,237,373,125,136,17000
1618,cr1_0203p_00003.cbf,475,608,238,371,133,133,17689
1619,cr1_0203p_00004.cbf,478,607,232,375,129,143,18447
1620,cr1_0203p_00005.cbf,478,602,227,373,124,146,18104
1621,cr1_0203p_00006.cbf,480,605,236,375,125,139,17375
1622,cr1_0203p_00007.cbf,471,605,233,377,134,144,19296
1623,cr1_0203p_00008.cbf,480,610,237,374,130,137,17810
1624,cr1_0204p_00001.cbf,479,606,239,370,127,131,16637
1625,cr1_0204p_00002.cbf,477,608,240,376,131,136,17816
1626,cr1_0204p_00003.cbf,479,606,236,373,127,137,17399
1627,cr1_0204p_00004.cbf,479,605,238,375,126,137,17262
1628,cr1_0204p_00005.cbf,475,605,234,377,130,143,18590
1629,cr1_0204p_00006.cbf,480,607,230,377,127,147,18669
1630,cr1_0204p_00007.cbf,477,603,234,372,126,138,17388
1631,cr1_0204p_00008.cbf,481,608,239,375,127,136,17272
1632,cr1_0205p_00001.cbf,479,607,241,373,128,132,16896
1633,cr1_0205p_00002.cbf,481,605,238,373,124,135,16740
1634,cr1_0205p_00003.cbf,475,605,237,374,130,137,17810
1635,cr1_0205p_00004.cbf,481,608,237,375,127,138,17526
1636,cr1_0205p_00005.cbf,476,606,233,375,130,142,18460
1637,cr1_0205p_00006.cbf,481,600,237,377,119,140,16660
1638,cr1_0205p_00007.cbf,480,607,238,372,127,134,17018
1639,cr1_0205p_00008.cbf,475,612,237,375,137,138,18906
1640,cr1_0206p_00001.cbf,476,605,237,378,129,141,18189
1641,cr1_0206p_00002.cbf,479,601,237,374,122,137,16714
1642,cr1_0206p_00003.cbf,481,606,234,375,125,141,17625
1643,cr1_0206p_00004.cbf,481,609,233,371,128,138,17664
1644,cr1_0206p_00005.cbf,480,602,236,374,122,138,16836
1645,cr1_0206p_00006.cbf,479,604,235,374,125,139,17375
1646,cr1_0206p_00007.cbf,475,607,238,372,132,134,17688
1647,cr1_0206p_00008.cbf,480,607,237,377,127,140,17780
1648,cr1_0207p_00001.cbf,476,606,238,377,130,139,18070
1649,cr1_0207p_00002.cbf,480,607,237,374,127,137,17399
1650,cr1_0207p_00003.cbf,479,609,236,373,130,137,17810
1651,cr1_0207p_00004.cbf,476,606,235,375,130,140,18200
1652,cr1_0207p_00005.cbf,481,605,235,375,124,140,17360
1653,cr1_0207p_00006.cbf,477,607,235,377,130,142,18460
1654,cr1_0207p_00007.cbf,477,607,236,373,130,137,17810
1655,cr1_0207p_00008.cbf,482,610,235,381,128,146,18688
1656,cr1_0208p_00001.cbf,480,610,235,372,130,137,17810
1657,cr1_0208p_00002.cbf,476,603,234,374,127,140,17780
1658,cr1_0208p_00003.cbf,483,608,237,379,125,142,17750
1659,cr1_0208p_00004.cbf,478,606,236,373,128,137,17536
1660,cr1_0208p_00005.cbf,482,610,232,375,128,143,18304
1661,cr1_0208p_00006.cbf,482,613,232,371,131,139,18209
1662,cr1_0208p_00007.cbf,475,605,240,372,130,132,17160
1663,cr1_0208p_00008.cbf,478,605,238,386,127,148,18796
1664,cr1_0209p_00001.cbf,479,605,239,374,126,135,17010
1665,cr1_0209p_00002.cbf,481,608,237,371,127,134,17018
1666,cr1_0209p_00003.cbf,480,601,229,374,121,145,17545
1667,cr1_0209p_00004.cbf,482,607,237,370,125,133,16625
1668,cr1_0209p_00005.cbf,478,609,234,374,131,140,18340
1669,cr1_0209p_00006.cbf,483,603,234,372,120,138,16560
1670,cr1_0209p_00007.cbf,483,605,232,374,122,142,17324
1671,cr1_0209p_00008.cbf,473,606,238,373,133,135,17955
1672,cr1_0210p_00001.cbf,480,604,239,374,124,135,16740
1673,cr1_0210p_00002.cbf,477,604,236,375,127,139,17653
1674,cr1_0210p_00003.cbf,477,606,240,370,129,130,16770
1675,cr1_0210p_00004.cbf,475,605,235,372,130,137,17810
1676,cr1_0210p_00005.cbf,476,605,237,375,129,138,17802
1677,cr1_0210p_00006.cbf,480,604,233,373,124,140,17360
1678,cr1_0210p_00007.cbf,473,604,238,371,131,133,17423
1679,cr1_0210p_00008.cbf,480,605,235,375,125,140,17500
1680,cr1_0211p_00001.cbf,473,611,237,376,138,139,19182
1681,cr1_0211p_00002.cbf,475,609,239,371,134,132,17688
1682,cr1_0211p_00003.cbf,481,605,237,368,124,131,16244
1683,cr1_0211p_00004.cbf,480,602,236,370,122,134,16348
1684,cr1_0211p_00005.cbf,477,604,234,376,127,142,18034
1685,cr1_0211p_00006.cbf,477,601,233,374,124,141,17484
1686,cr1_0211p_00007.cbf,475,602,234,373,127,139,17653
1687,cr1_0211p_00008.cbf,476,606,236,374,130,138,17940
1688,cr1_0212p_00001.cbf,479,606,237,377,127,140,17780
1689,cr1_0212p_00002.cbf,479,610,236,372,131,136,17816
1690,cr1_0212p_00003.cbf,472,608,237,377,136,140,19040
1691,cr1_0212p_00004.cbf,478,603,239,376,125,137,17125
1692,cr1_0212p_00005.cbf,480,605,237,374,125,137,17125
1693,cr1_0212p_00006.cbf,480,607,236,374,127,138,17526
1694,cr1_0212p_00007.cbf,479,603,234,373,124,139,17236
1695,cr1_0212p_00008.cbf,479,605,238,376,126,138,17388
1696,cr1_0213p_00001.cbf,481,608,240,371,127,131,16637
1697,cr1_0213p_00002.cbf,479,606,235,377,127,142,18034
1698,cr1_0213p_00003.cbf,476,604,239,378,128,139,17792
1699,cr1_0213p_00004.cbf,488,597,244,363,109,119,12971
1700,cr1_0213p_00005.cbf,479,603,233,373,124,140,17360
1701,cr1_0213p_00006.cbf,481,604,234,375,123,141,17343
1702,cr1_0213p_00007.cbf,480,603,237,375,123,138,16974
1703,cr1_0213p_00008.cbf,481,604,237,370,123,133,16359
1704,cr1_0214p_00001.cbf,480,603,240,376,123,136,16728
1705,cr1_0214p_00002.cbf,483,605,239,373,122,134,16348
1706,cr1_0214p_00003.cbf,479,606,237,372,127,135,17145
1707,cr1_0214p_00004.cbf,478,609,238,374,131,136,17816
1708,cr1_0214p_00005.cbf,482,602,234,371,120,137,16440
1709,cr1_0214p_00006.cbf,475,604,232,373,129,141,18189
1710,cr1_0214p_00007.cbf,474,603,233,373,129,140,18060
1711,cr1_0214p_00008.cbf,478,603,235,374,125,139,17375
1712,cr1_0215p_00001.cbf,481,601,238,374,120,136,16320
1713,cr1_0215p_00002.cbf,480,607,242,372,127,130,16510
1714,cr1_0215p_00003.cbf,480,605,235,374,125,139,17375
1715,cr1_0215p_00004.cbf,480,603,232,371,123,139,17097
1716,cr1_0215p_00005.cbf,480,604,234,375,124,141,17484
1717,cr1_0215p_00006.cbf,479,609,238,372,130,134,17420
1718,cr1_0215p_00007.cbf,482,612,238,371,130,133,17290
1719,cr1_0215p_00008.cbf,478,609,236,377,131,141,18471
1720,cr1_0216p_00001.cbf,477,604,234,381,127,147,18669
1721,cr1_0216p_00002.cbf,477,607,238,376,130,138,17940
1722,cr1_0216p_00003.cbf,478,605,234,375,127,141,17907
1723,cr1_0216p_00004.cbf,477,603,236,372,126,136,17136
1724,cr1_0216p_00005.cbf,478,604,233,375,126,142,17892
1725,cr1_0216p_00006.cbf,473,602,233,372,129,139,17931
1726,cr1_0216p_00007.cbf,481,606,236,379,125,143,17875
1727,cr1_0216p_00008.cbf,480,605,236,379,125,143,17875
1728,cr1_0217p_00001.cbf,489,596,249,364,107,115,12305
1729,cr1_0217p_00002.cbf,477,605,237,371,128,134,17152
1730,cr1_0217p_00003.cbf,475,604,238,375,129,137,17673
1731,cr1_0217p_00004.cbf,479,603,233,373,124,140,17360
1732,cr1_0217p_00005.cbf,477,608,231,371,131,140,18340
1733,cr1_0217p_00006.cbf,480,605,238,376,125,138,17250
1734,cr1_0217p_00007.cbf,482,608,232,375,126,143,18018
1735,cr1_0217p_00008.cbf,481,604,237,382,123,145,17835
1736,cr1_0218p_00001.cbf,475,609,234,372,134,138,18492
1737,cr1_0218p_00002.cbf,475,607,239,379,132,140,18480
1738,cr1_0218p_00003.cbf,482,603,236,372,121,136,16456
1739,cr1_0218p_00004.cbf,479,606,237,375,127,138,17526
1740,cr1_0218p_00005.cbf,481,603,236,370,122,134,16348
1741,cr1_0218p_00006.cbf,479,614,237,370,135,133,17955
1742,cr1_0218p_00007.cbf,475,602,232,373,127,141,17907
1743,cr1_0218p_00008.cbf,481,601,235,371,120,136,16320
1744,cr1_0219p_00001.cbf,478,601,238,375,123,137,16851
1745,cr1_0219p_00002.cbf,481,609,235,376,128,141,18048
1746,cr1_0219p_00003.cbf,482,605,239,374,123,135,16605
1747,cr1_0219p_00004.cbf,478,602,237,371,124,134,16616
1748,cr1_0219p_00005.cbf,481,601,233,375,120,142,17040
1749,cr1_0219p_00006.cbf,477,607,236,369,130,133,17290
1750,cr1_0219p_00007.cbf,481,601,238,371,120,133,15960
1751,cr1_0219p_00008.cbf,482,604,233,373,122,140,17080
1752,cr1_0220p_00001.cbf,479,607,238,372,128,134,17152
1753,cr1_0220p_00002.cbf,479,601,240,371,122,131,15982
1754,cr1_0220p_00003.cbf,482,601,237,371,119,134,15946
1755,cr1_0220p_00004.cbf,476,608,238,370,132,132,17424
1756,cr1_0220p_00005.cbf,482,605,238,370,123,132,16236
1757,cr1_0220p_00006.cbf,479,602,239,372,123,133,16359
1758,cr1_0220p_00007.cbf,481,603,238,370,122,132,16104
1759,cr1_0220p_00008.cbf,477,606,241,371,129,130,16770
1760,cr1_0221p_00001.cbf,482,606,240,376,124,136,16864
1761,cr1_0221p_00002.cbf,481,607,238,375,126,137,17262
1762,cr1_0221p_00003.cbf,477,602,238,371,125,133,16625
1763,cr1_0221p_00004.cbf,476,605,240,374,129,134,17286
1764,cr1_0221p_00005.cbf,477,601,228,378,124,150,18600
1765,cr1_0221p_00006.cbf,477,611,236,379,134,143,19162
1766,cr1_0221p_00007.cbf,477,610,239,374,133,135,17955
1767,cr1_0221p_00008.cbf,483,607,239,372,124,133,16492
1768,cr1_0222p_00001.cbf,481,606,231,374,125,143,17875
1769,cr1_0222p_00002.cbf,483,604,233,371,121,138,16698
1770,cr1_0222p_00003.cbf,483,604,237,377,121,140,16940
1771,cr1_0222p_00004.cbf,481,610,238,371,129,133,17157
1772,cr1_0222p_00005.cbf,482,602,240,374,120,134,16080
1773,cr1_0222p_00006.cbf,483,608,234,381,125,147,18375
1774,cr1_0222p_00007.cbf,480,607,239,375,127,136,17272
1775,cr1_0222p_00008.cbf,479,602,234,376,123,142,17466
1776,cr1_0223p_00001.cbf,489,596,248,366,107,118,12626
1777,cr1_0223p_00002.cbf,479,604,233,373,125,140,17500
1778,cr1_0223p_00003.cbf,480,603,236,372,123,136,16728
1779,cr1_0223p_00004.cbf,478,601,238,374,123,136,16728
1780,cr1_0223p_00005.cbf,478,606,236,375,128,139,17792
1781,cr1_0223p_00006.cbf,477,611,237,372,134,135,18090
1782,cr1_0223p_00007.cbf,476,603,238,374,127,136,17272
1783,cr1_0223p_00008.cbf,480,607,237,376,127,139,17653
1784,cr1_0224p_00001.cbf,478,610,240,373,132,133,17556
1785,cr1_0224p_00002.cbf,483,602,238,373,119,135,16065
1786,cr1_0224p_00003.cbf,471,608,235,373,137,138,18906
1787,cr1_0224p_00004.cbf,477,606,239,372,129,133,17157
1788,cr1_0224p_00005.cbf,477,602,236,371,125,135,16875
1789,cr1_0224p_00006.cbf,479,601,236,378,122,142,17324
1790,cr1_0224p_00007.cbf,480,604,240,371,124,131,16244
1791,cr1_0224p_00008.cbf,480,604,233,376,124,143,17732
1792,cr1_0225p_00001.cbf,482,604,243,373,122,130,15860
1793,cr1_0225p_00002.cbf,477,606,238,377,129,139,17931
1794,cr1_0225p_00003.cbf,481,603,235,373,122,138,16836
1795,cr1_0225p_00004.cbf,481,605,234,375,124,141,17484
1796,cr1_0225p_00005.cbf,479,607,236,374,128,138,17664
1797,cr1_0225p_00006.cbf,482,609,239,373,127,134,17018
1798,cr1_0225p_00007.cbf,480,608,237,374,128,137,17536
1799,cr1_0225p_00008.cbf,483,601,235,374,118,139,16402
1800,cr1_0226p_00001.cbf,479,603,240,375,124,135,16740
1801,cr1_0226p_00002.cbf,477,603,232,370,126,138,17388
1802,cr1_0226p_00003.cbf,479,607,236,373,128,137,17536
1803,cr1_0226p_00004.cbf,477,606,237,371,129,134,17286
1804,cr1_0226p_00005.cbf,481,605,234,369,124,135,16740
1805,cr1_0226p_00006.cbf,474,609,240,376,135,136,18360
1806,cr1_0226p_00007.cbf,476,601,238,371,125,133,16625
1807,cr1_0226p_00008.cbf,480,603,231,376,123,145,17835
1808,cr1_0227p_00001.cbf,482,609,237,370,127,133,16891
1809,cr1_0227p_00002.cbf,479,604,237,372,125,135,16875
1810,cr1_0227p_00003.cbf,479,602,232,370,123,138,16974
1811,cr1_0227p_00004.cbf,480,605,237,372,125,135,16875
1812,cr1_0227p_00005.cbf,489,595,246,363,106,117,12402
1813,cr1_0227p_00006.cbf,478,607,240,373,129,133,17157
1814,cr1_0227p_00007.cbf,479,604,239,371,125,132,16500
1815,cr1_0227p_00008.cbf,482,607,241,373,125,132,16500
1816,cr1_0228p_00001.cbf,480,606,237,377,126,140,17640
1817,cr1_0228p_00002.cbf,480,606,240,373,126,133,16758
1818,cr1_0228p_00003.cbf,481,602,237,370,121,133,16093
1819,cr1_0228p_00004.cbf,482,610,235,368,128,133,17024
1820,cr1_0228p_00005.cbf,479,601,239,373,122,134,16348
1821,cr1_0228p_00006.cbf,479,604,236,370,125,134,16750
1822,cr1_0228p_00007.cbf,473,603,238,375,130,137,17810
1823,cr1_0228p_00008.cbf,482,605,244,375,123,131,16113
1824,cr1_0229p_00001.cbf,482,607,240,373,125,133,16625
1825,cr1_0229p_00002.cbf,474,605,241,377,131,136,17816
1826,cr1_0229p_00003.cbf,481,606,233,373,125,140,17500
1827,cr1_0229p_00004.cbf,482,602,233,377,120,144,17280
1828,cr1_0229p_00005.cbf,489,595,245,362,106,117,12402
1829,cr1_0229p_00006.cbf,488,594,247,363,106,116,12296
1830,cr1_0229p_00007.cbf,482,601,236,377,119,141,16779
1831,cr1_0229p_00008.cbf,480,606,233,373,126,140,17640
1832,cr1_0230p_00001.cbf,480,607,241,373,127,132,16764
1833,cr1_0230p_00002.cbf,479,603,240,373,124,133,16492
1834,cr1_0230p_00003.cbf,481,602,235,372,121,137,16577
1835,cr1_0230p_00004.cbf,478,602,234,373,124,139,17236
1836,cr1_0230p_00005.cbf,481,605,239,377,124,138,17112
1837,cr1_0230p_00006.cbf,473,607,235,370,134,135,18090
1838,cr1_0230p_00007.cbf,478,601,238,372,123,134,16482
1839,cr1_0230p_00008.cbf,476,601,237,370,125,133,16625
1840,cr1_0231p_00001.cbf,489,595,247,363,106,116,12296
1841,cr1_0231p_00002.cbf,479,605,239,372,126,133,16758
1842,cr1_0231p_00003.cbf,481,603,235,372,122,137,16714
1843,cr1_0231p_00004.cbf,481,605,236,372,124,136,16864
